id,target
793,0.05238
794,0.06581
797,0.08570
798,0.07903
799,0.06762
800,0.07931
801,0.09386
802,0.08300
805,0.06787
807,0.08188
808,0.06104
811,0.06654
813,0.06538
814,0.07398
815,0.06693
816,0.08322
817,0.06365
819,0.06257
821,0.06618
823,0.08360
825,0.07785
826,0.05584
827,0.08353
828,0.06221
830,0.06213
831,0.07519
833,0.06200
834,0.08979
835,0.08667
836,0.06491
837,0.06674
838,0.09158
840,0.07080
842,0.06098
844,0.05697
845,0.09332
847,0.09460
848,0.07321
850,0.08351
851,0.06835
852,0.07379
853,0.07588
855,0.07616
856,0.09647
857,0.06818
859,0.07897
860,0.06895
862,0.07187
863,0.07759
864,0.06841
867,0.04879
868,0.06754
869,0.06110
871,0.05679
873,0.08357
875,0.05032
876,0.06884
877,0.06820
879,0.07824
880,0.05813
883,0.06959
884,0.06306
885,0.06668
886,0.06709
887,0.07946
888,0.04703
891,0.06562
893,0.07491
895,0.09859
897,0.04990
898,0.07196
901,0.06604
902,0.06289
904,0.07562
905,0.08284
907,0.07229
908,0.07034
909,0.07474
910,0.06949
911,0.07001
913,0.07669
914,0.05687
915,0.05908
916,0.06928
917,0.09665
919,0.07416
920,0.05287
923,0.06407
924,0.07761
925,0.08394
926,0.07604
928,0.08970
929,0.05971
932,0.08368
935,0.06274
936,0.08106
937,0.08735
938,0.05502
939,0.08270
940,0.07895
941,0.06863
944,0.06884
945,0.06362
946,0.04798
947,0.05465
949,0.06470
950,0.06436
952,0.07238
953,0.07206
955,0.07912
956,0.06797
957,0.06658
960,0.09561
961,0.06599
962,0.06907
963,0.06294
964,0.06154
967,0.08351
975,0.05723
976,0.09797
977,0.07565
978,0.07027
980,0.06279
985,0.07858
986,0.06329
987,0.06911
989,0.07413
992,0.07085
994,0.09234
995,0.05079
996,0.05790
997,0.10676
998,0.07537
999,0.08815
1000,0.06918
1004,0.06171
1005,0.07008
1006,0.06861
1007,0.08683
1010,0.05236
1011,0.07107
1012,0.06394
1013,0.07362
1014,0.08163
1016,0.06030
1018,0.05733
1019,0.05821
1020,0.06536
1022,0.07597
1023,0.06838
1024,0.06905
1025,0.06274
1029,0.05562
1031,0.08169
1032,0.05792
1033,0.05521
1034,0.06293
1035,0.08874
1036,0.07588
1037,0.08367
1038,0.07628
1039,0.08899
1041,0.07104
1043,0.05011
1049,0.08477
1050,0.06525
1051,0.07305
1052,0.08109
1053,0.06943
1054,0.06167
1056,0.09603
1057,0.05810
1060,0.07885
1061,0.07228
1062,0.05110
1063,0.07147
1064,0.09132
1065,0.06048
1066,0.10350
1068,0.06036
1073,0.06943
1075,0.06989
1079,0.06325
1081,0.05987
1083,0.10853
1085,0.06051
1086,0.07464
1087,0.06510
1088,0.07105
1089,0.06859
1090,0.05752
1091,0.07157
1092,0.06843
1095,0.06262
1098,0.06701
1099,0.07327
1100,0.06429
1101,0.05806
1103,0.07833
1104,0.06253
1106,0.05965
1107,0.06158
1108,0.06400
1109,0.06294
1113,0.06913
1114,0.08765
1116,0.08047
1117,0.05844
1118,0.06594
1119,0.08270
1120,0.08289
1121,0.09762
1122,0.05902
1123,0.07208
1125,0.07161
1126,0.06706
1127,0.06934
1128,0.07016
1129,0.06264
1130,0.07371
1132,0.07907
1133,0.08184
1136,0.07148
1137,0.07331
1140,0.06520
1142,0.07132
1144,0.06033
1145,0.07154
1146,0.08737
1148,0.08466
1150,0.08017
1151,0.05864
1153,0.06499
1154,0.06483
1155,0.06796
1156,0.06902
1157,0.08373
1158,0.06511
1160,0.05862
1161,0.09995
1167,0.08881
1168,0.05200
1170,0.08779
1171,0.05505
1173,0.08110
1174,0.07300
1175,0.07793
1176,0.06068
1177,0.04756
1178,0.07553
1179,0.07337
1180,0.06029
1181,0.05770
1182,0.07833
1183,0.06698
1185,0.07486
1188,0.06616
1189,0.05698
1190,0.10295
1191,0.06652
1192,0.07137
1194,0.05542
1197,0.07374
1198,0.09498
1199,0.05899
1200,0.05646
1203,0.11750
1204,0.07821
1207,0.06342
1208,0.06073
1209,0.06537
1210,0.07305
1211,0.08376
1213,0.05415
1214,0.06862
1215,0.05152
1216,0.07765
1217,0.07632
1218,0.07618
1219,0.07258
1223,0.06924
1225,0.05993
1226,0.06753
1228,0.07927
1229,0.07076
1231,0.07586
1232,0.11710
1233,0.06248
1235,0.05993
1238,0.06341
1239,0.06839
1240,0.08572
1241,0.07364
1242,0.07138
1243,0.05632
1244,0.07483
1246,0.09086
1249,0.07145
1250,0.06795
1252,0.07063
1254,0.06288
1255,0.06777
1256,0.07945
1257,0.06313
1258,0.09178
1259,0.08965
1260,0.06256
1262,0.05715
1263,0.05103
1264,0.05616
1265,0.07444
1266,0.05575
1269,0.06669
1270,0.08209
1271,0.06497
1272,0.06424
1273,0.06467
1274,0.05730
1277,0.07483
1278,0.06759
1281,0.06167
1282,0.05740
1283,0.06636
1284,0.07008
1285,0.08080
1286,0.05780
1289,0.07538
1291,0.07408
1292,0.08629
1293,0.07958
1294,0.07140
1295,0.08217
1297,0.05979
1298,0.09082
1301,0.06362
1304,0.09176
1305,0.06895
1307,0.08174
1308,0.07798
1309,0.07401
1313,0.11112
1314,0.07347
1316,0.07716
1317,0.06832
1318,0.08216
1320,0.06482
1321,0.06328
1322,0.08115
1323,0.08251
1325,0.05214
1330,0.05891
1331,0.06049
1334,0.05263
1337,0.07172
1339,0.06270
1340,0.09569
1341,0.06200
1343,0.07507
1344,0.06255
1347,0.07652
1348,0.06736
1350,0.05607
1351,0.06684
1355,0.05108
1356,0.07073
1357,0.07697
1358,0.08049
1360,0.05576
1363,0.08310
1364,0.05788
1366,0.05923
1367,0.06394
1368,0.07701
1369,0.08409
1370,0.05358
1375,0.07206
1376,0.07687
1378,0.09035
1379,0.06065
1380,0.07214
1384,0.06906
1385,0.08253
1386,0.06664
1388,0.06129
1389,0.04744
1391,0.07323
1392,0.08379
1393,0.07343
1395,0.07035
1396,0.08065
1399,0.07790
1400,0.06934
1401,0.06462
1404,0.05306
1405,0.07002
1406,0.07947
1407,0.07071
1409,0.07170
1411,0.08042
1414,0.06251
1415,0.06905
1416,0.06210
1418,0.08537
1419,0.05726
1420,0.05964
1422,0.07419
1424,0.05168
1426,0.06974
1427,0.06854
1428,0.08098
1429,0.08778
1431,0.06688
1432,0.05888
1434,0.07501
1435,0.04660
1439,0.06391
1440,0.07164
1441,0.08076
1442,0.07613
1446,0.07398
1447,0.09233
1451,0.06300
1452,0.05840
1454,0.07367
1457,0.05183
1458,0.06553
1459,0.07601
1461,0.06426
1462,0.06313
1465,0.10769
1468,0.06163
1470,0.06906
1471,0.05885
1472,0.06722
1476,0.06073
1482,0.06614
1485,0.06875
1486,0.08245
1487,0.06517
1489,0.08997
1492,0.06938
1494,0.08717
1495,0.06140
1497,0.06792
1499,0.09854
1500,0.07018
1501,0.07734
1505,0.06868
1507,0.07316
1509,0.08802
1511,0.06240
1513,0.05527
1514,0.05650
1515,0.06934
1517,0.06064
1520,0.11158
1522,0.06816
1523,0.04835
1524,0.05795
1526,0.08025
1527,0.07396
1528,0.07812
1531,0.06886
1533,0.07635
1534,0.07520
1535,0.08219
1538,0.09147
1541,0.08515
1542,0.08825
1543,0.07101
1546,0.06899
1548,0.07610
1549,0.06819
1550,0.05294
1551,0.06597
1553,0.07038
1558,0.06889
1560,0.05325
1561,0.05588
1562,0.05720
1565,0.06778
1566,0.05683
1567,0.05027
1568,0.06354
1569,0.08385
1570,0.06334
1573,0.07509
1576,0.06596
1577,0.06873
1579,0.08868
1580,0.10051
1581,0.05596
1584,0.06330
1586,0.07279
1587,0.09718
1590,0.06213
1591,0.06367
1594,0.07871
1595,0.06267
1596,0.06716
1601,0.06241
1605,0.06343
1607,0.07418
1608,0.07340
1610,0.06467
1611,0.08858
1612,0.06051
1616,0.07835
1617,0.06229
1618,0.07484
1620,0.06277
1621,0.06027
1623,0.06621
1624,0.08366
1625,0.08016
1626,0.07652
1628,0.09747
1630,0.08721
1632,0.06660
1633,0.07746
1635,0.07173
1637,0.06221
1638,0.06249
1639,0.06661
1640,0.07482
1643,0.07076
1644,0.08906
1645,0.06441
1647,0.06830
1649,0.06373
1651,0.06245
1652,0.06762
1654,0.06289
1655,0.05091
1656,0.08666
1658,0.07548
1660,0.07923
1661,0.07433
1662,0.07588
1663,0.09343
1664,0.07180
1665,0.06586
1668,0.06008
1669,0.08315
1673,0.06469
1674,0.08581
1675,0.06051
1676,0.07897
1677,0.08515
1679,0.06052
1682,0.06972
1683,0.06172
1685,0.08845
1687,0.06529
1689,0.05816
1690,0.06740
1694,0.06347
1696,0.06822
1697,0.06957
1699,0.07561
1700,0.07187
1701,0.05532
1702,0.06251
1704,0.07304
1705,0.06352
1708,0.07574
1710,0.06801
1712,0.04903
1719,0.06841
1720,0.08311
1722,0.06601
1723,0.06417
1724,0.07204
1725,0.07736
1726,0.05867
1727,0.08929
1728,0.08588
1732,0.07176
1733,0.11108
1734,0.07456
1735,0.06025
1739,0.08431
1740,0.07214
1741,0.06624
1742,0.06978
1743,0.06879
1744,0.05136
1746,0.05286
1750,0.10274
1753,0.06558
1755,0.07400
1758,0.09851
1760,0.06359
1763,0.07531
1765,0.06104
1766,0.05731
1769,0.07051
1771,0.05798
1772,0.08145
1775,0.06818
1776,0.05900
1778,0.07967
1780,0.07086
1781,0.05799
1783,0.07177
1785,0.07388
1788,0.07319
1791,0.10494
1793,0.07294
1794,0.07288
1796,0.07791
1797,0.06203
1798,0.05501
1800,0.10718
1803,0.06620
1804,0.07722
1810,0.05917
1812,0.05475
1813,0.06996
1816,0.06694
1817,0.07630
1818,0.08265
1819,0.06658
1820,0.08201
1821,0.06565
1822,0.06685
1823,0.06603
1826,0.05807
1827,0.09001
1828,0.08291
1829,0.06924
1830,0.07221
1831,0.07827
1834,0.06021
1836,0.05588
1839,0.05824
1841,0.05417
1846,0.06498
1847,0.05645
1850,0.06595
1852,0.08572
1853,0.06172
1854,0.06127
1855,0.08621
1857,0.09655
1858,0.07462
1860,0.06307
1863,0.05345
1866,0.08608
1868,0.08013
1869,0.08188
1870,0.05928
1874,0.05963
1875,0.06892
1877,0.08086
1878,0.06332
1879,0.08369
1881,0.05719
1882,0.05832
1885,0.06705
1886,0.07300
1887,0.05053
1888,0.06533
1889,0.07835
1890,0.06181
1891,0.08016
1892,0.06463
1894,0.08907
1895,0.07859
1896,0.05153
1897,0.05906
1898,0.08289
1901,0.06884
1904,0.07733
1905,0.08459
1906,0.06197
1907,0.06183
1908,0.09425
1910,0.05916
1911,0.07112
1914,0.07260
1916,0.05712
1919,0.06589
1920,0.07439
1921,0.07120
1922,0.07291
1923,0.06761
1924,0.06965
1926,0.06633
1928,0.06140
1929,0.05809
1931,0.06188
1932,0.06119
1933,0.05967
1934,0.06372
1935,0.07320
1936,0.07194
1937,0.07217
1939,0.07384
1940,0.07759
1942,0.06996
1944,0.06513
1945,0.06084
1946,0.07155
1947,0.06304
1948,0.06390
1954,0.06595
1955,0.07545
1956,0.07136
1958,0.05616
1961,0.06291
1963,0.06837
1967,0.07897
1968,0.06436
1970,0.06393
1971,0.06959
1973,0.06337
1979,0.05926
1980,0.06555
1982,0.05947
1984,0.08309
1986,0.05961
1987,0.08745
1989,0.10340
1990,0.07376
1991,0.07002
1993,0.06880
1994,0.06559
1995,0.07665
1996,0.06209
1999,0.07313
2001,0.06148
2002,0.06225
2005,0.06059
2006,0.07958
2008,0.06458
2009,0.07467
2011,0.06571
2012,0.07132
2013,0.05848
2015,0.08054
2017,0.06924
2019,0.06048
2020,0.07523
2022,0.06079
2023,0.06432
2024,0.06592
2026,0.06440
2027,0.07714
2028,0.07372
2029,0.06113
2030,0.07701
2032,0.07109
2033,0.10199
2035,0.07705
2036,0.05917
2037,0.05449
2038,0.06820
2039,0.05992
2040,0.07731
2041,0.07198
2042,0.07781
2043,0.07682
2044,0.09145
2046,0.08256
2047,0.05654
2048,0.08354
2049,0.07033
2050,0.06246
2054,0.06370
2061,0.06023
2063,0.07555
2064,0.08110
2065,0.06024
2067,0.06509
2068,0.05811
2069,0.07156
2070,0.07765
2072,0.06657
2073,0.08297
2075,0.06355
2076,0.08124
2077,0.07092
2078,0.07596
2079,0.05200
2081,0.08005
2082,0.08280
2085,0.04564
2086,0.05176
2087,0.07922
2088,0.08205
2089,0.06766
2091,0.06219
2092,0.06915
2093,0.06606
2094,0.06765
2095,0.06481
2096,0.06265
2097,0.08021
2099,0.05516
2100,0.05959
2103,0.06973
2104,0.07122
2105,0.06198
2106,0.06900
2107,0.04780
2110,0.08280
2113,0.06391
2114,0.06323
2115,0.07831
2118,0.06349
2119,0.10798
2120,0.07589
2121,0.05260
2123,0.06400
2124,0.06887
2128,0.08329
2129,0.06953
2131,0.08016
2132,0.07509
2133,0.06607
2134,0.06041
2137,0.09850
2140,0.06595
2141,0.06323
2142,0.09394
2146,0.06538
2148,0.07624
2149,0.07470
2151,0.07191
2152,0.07904
2153,0.07520
2154,0.06735
2155,0.08638
2158,0.07425
2159,0.06468
2160,0.06869
2161,0.05492
2164,0.07179
2166,0.08757
2167,0.05005
2170,0.08619
2171,0.12041
2172,0.06488
2173,0.05898
2175,0.05346
2177,0.06771
2178,0.06594
2179,0.07919
2180,0.07596
2182,0.07737
2183,0.06061
2184,0.08413
2186,0.05724
2187,0.08399
2188,0.07574
2189,0.07509
2191,0.06454
2192,0.06681
2194,0.06626
2196,0.07034
2197,0.06469
2198,0.07540
2199,0.06932
2200,0.08039
2201,0.05257
2202,0.06875
2205,0.05901
2206,0.06971
2207,0.08011
2208,0.06261
2212,0.06519
2215,0.05672
2216,0.07181
2217,0.08362
2218,0.06132
2220,0.07943
2221,0.07998
2223,0.07782
2225,0.06309
2226,0.07206
2231,0.06487
2232,0.06306
2233,0.05513
2234,0.05672
2235,0.08202
2236,0.07305
2237,0.05286
2239,0.07325
2240,0.07188
2242,0.05725
2247,0.07196
2248,0.08055
2250,0.06721
2251,0.07495
2255,0.06356
2257,0.06157
2258,0.06463
2259,0.09547
2260,0.06254
2261,0.08074
2263,0.07144
2265,0.06014
2266,0.07814
2267,0.06895
2268,0.06604
2269,0.04717
2270,0.09503
2271,0.06633
2272,0.07383
2273,0.08290
2275,0.06717
2276,0.07745
2277,0.05765
2278,0.05880
2279,0.09353
2282,0.11122
2285,0.06572
2286,0.06193
2289,0.06538
2294,0.07332
2296,0.05001
2297,0.06921
2299,0.07320
2300,0.07169
2301,0.06158
2302,0.06548
2305,0.05906
2306,0.05447
2307,0.06144
2308,0.06587
2310,0.06379
2312,0.07189
2316,0.05608
2317,0.06422
2319,0.07170
2320,0.05299
2322,0.06685
2323,0.08344
2324,0.05944
2326,0.06474
2327,0.06634
2328,0.07955
2329,0.06839
2331,0.05780
2335,0.05291
2338,0.07191
2339,0.07585
2340,0.06148
2341,0.07475
2342,0.07265
2345,0.08504
2349,0.05759
2350,0.06818
2351,0.06431
2353,0.07712
2354,0.06713
2355,0.06908
2356,0.07404
2357,0.09248
2359,0.05911
2360,0.09995
2361,0.06798
2362,0.06779
2364,0.09537
2366,0.07322
2368,0.07323
2369,0.07878
2370,0.08621
2372,0.07142
2376,0.07722
2381,0.08645
2383,0.07150
2384,0.07431
2385,0.08089
2386,0.07520
2388,0.07390
2390,0.08535
2392,0.08128
2394,0.06874
2395,0.07364
2396,0.05731
2397,0.08223
2399,0.05935
2401,0.06765
2402,0.06202
2403,0.07187
2405,0.05966
2406,0.06710
2407,0.09819
2408,0.06590
2410,0.07104
2412,0.07077
2415,0.09092
2417,0.07357
2418,0.06216
2420,0.06157
2421,0.07885
2425,0.08814
2426,0.07144
2427,0.06656
2428,0.06494
2429,0.06783
2434,0.06866
2435,0.08442
2436,0.07963
2437,0.05798
2438,0.06298
2439,0.06522
2441,0.07130
2443,0.06543
2444,0.07183
2445,0.08730
2446,0.05289
2449,0.07842
2452,0.05675
2453,0.08713
2454,0.05821
2455,0.06268
2456,0.10207
2457,0.06112
2460,0.07374
2461,0.08404
2463,0.07040
2465,0.07075
2466,0.05742
2468,0.06811
2469,0.07197
2471,0.06301
2472,0.06244
2473,0.06613
2474,0.06945
2475,0.05786
2476,0.07091
2477,0.06499
2478,0.06971
2480,0.09035
2483,0.07296
2484,0.05699
2486,0.07808
2488,0.07654
2489,0.07601
2490,0.05999
2495,0.07348
2496,0.06965
2497,0.08852
2498,0.06502
2503,0.06350
2505,0.06796
2506,0.09288
2507,0.06935
2508,0.07135
2509,0.06592
2514,0.07467
2515,0.08317
2521,0.10732
2522,0.07163
2523,0.05941
2524,0.07643
2526,0.05586
2527,0.06890
2529,0.06230
2530,0.06405
2531,0.08333
2532,0.08769
2534,0.06148
2535,0.06172
2536,0.06916
2537,0.08687
2539,0.05672
2542,0.07026
2545,0.09782
2546,0.06394
2548,0.10807
2549,0.06081
2550,0.06097
2552,0.07955
2554,0.08193
2555,0.08486
2558,0.06663
2560,0.07379
2563,0.07283
2564,0.07295
2565,0.06380
2571,0.06978
2574,0.07328
2575,0.08457
2576,0.06164
2577,0.09294
2578,0.08183
2579,0.07826
2581,0.05417
2582,0.05178
2583,0.07738
2585,0.08291
2586,0.05135
2587,0.08771
2591,0.07035
2592,0.08229
2594,0.05840
2595,0.05997
2597,0.06765
2598,0.08610
2599,0.08439
2600,0.08029
2602,0.07818
2603,0.05938
2605,0.07580
2606,0.05089
2607,0.07332
2608,0.06741
2609,0.06408
2610,0.06933
2611,0.06145
2613,0.07594
2615,0.07943
2616,0.06694
2621,0.06577
2623,0.06483
2624,0.06047
2625,0.07564
2626,0.06064
2627,0.07542
2628,0.07287
2629,0.06552
2630,0.04931
2631,0.06792
2633,0.09448
2634,0.05680
2635,0.05721
2636,0.05772
2638,0.08356
2639,0.06070
2640,0.06499
2642,0.06725
2643,0.07664
2646,0.05250
2647,0.08550
2648,0.08628
2649,0.05965
2650,0.06266
2652,0.05529
2654,0.07501
2658,0.06232
2659,0.06059
2660,0.06401
2661,0.09553
2662,0.06538
2663,0.06689
2665,0.08345
2666,0.07969
2667,0.08709
2668,0.07553
2671,0.07882
2673,0.06789
2674,0.05101
2675,0.06910
2676,0.07009
2677,0.06646
2678,0.06740
2681,0.05394
2683,0.05951
2685,0.08220
2687,0.05923
2690,0.08163
2692,0.05676
2693,0.06463
2694,0.09338
2695,0.06202
2696,0.07644
2697,0.07587
2698,0.06810
2699,0.05962
2701,0.08409
2702,0.09008
2703,0.09810
2705,0.07548
2711,0.06316
2715,0.06530
2720,0.07866
2721,0.06708
2722,0.07710
2724,0.07638
2726,0.06086
2729,0.05543
2730,0.06014
2731,0.06809
2732,0.07025
2733,0.07237
2734,0.09383
2736,0.08485
2738,0.06378
2739,0.06226
2740,0.06939
2741,0.05603
2743,0.07633
2746,0.06998
2747,0.07403
2750,0.09235
2751,0.07536
2752,0.06247
2753,0.08356
2755,0.06971
2756,0.07298
2757,0.07582
2761,0.07289
2763,0.04551
2764,0.05848
2765,0.07154
2767,0.06777
2769,0.06807
2772,0.07582
2774,0.07709
2776,0.06052
2777,0.06009
2778,0.05341
2782,0.06464
2783,0.07095
2786,0.07427
2790,0.06196
2791,0.06012
2792,0.06482
2793,0.06899
2794,0.05737
2795,0.06591
2796,0.07330
2797,0.06856
2800,0.08142
2801,0.08664
2802,0.06163
2804,0.07151
2805,0.06143
2807,0.08225
2808,0.08289
2811,0.07466
2812,0.07476
2813,0.06768
2814,0.06483
2815,0.07161
2817,0.08103
2819,0.06120
2821,0.06204
2825,0.08983
2828,0.07223
2829,0.05130
2831,0.06253
2832,0.06588
2834,0.07563
2835,0.08575
2836,0.06079
2837,0.06599
2838,0.04767
2840,0.06943
2841,0.08470
2842,0.07733
2843,0.07007
2845,0.05557
2847,0.05469
2848,0.08221
2850,0.06988
2851,0.06446
2854,0.07059
2856,0.07890
2857,0.07080
2858,0.07023
2859,0.06341
2862,0.05932
2864,0.06811
2865,0.06673
2866,0.07275
2867,0.06345
2868,0.07348
2869,0.07667
2871,0.06548
2872,0.06532
2873,0.05358
2874,0.06726
2875,0.05720
2878,0.07159
2882,0.06285
2883,0.07113
2886,0.06537
2887,0.06588
2888,0.06149
2889,0.07022
2892,0.05654
2893,0.08610
2895,0.05903
2897,0.07470
2898,0.07426
2899,0.07700
2903,0.07475
2906,0.07355
2907,0.09278
2909,0.06501
2913,0.07097
2915,0.08133
2916,0.06344
2917,0.07010
2918,0.08124
2921,0.08501
2924,0.10977
2925,0.07493
2928,0.06032
2929,0.07021
2931,0.06317
2932,0.08729
2934,0.08870
2936,0.07829
2937,0.08946
2939,0.07761
2940,0.07760
2941,0.06590
2942,0.07447
2943,0.07982
2946,0.08023
2947,0.05905
2949,0.06238
2952,0.06052
2953,0.08292
2954,0.07208
2956,0.05968
2960,0.09110
2962,0.08358
2964,0.07255
2965,0.07408
2966,0.04785
2967,0.05734
2968,0.06454
2971,0.06019
2972,0.07616
2973,0.05370
2975,0.07911
2976,0.08151
2977,0.05004
